name,link_id,from_node_id,to_node_id,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,link_type_name,jam_density,wave_speed,demand_type_code,count_sensor_id,speed_sensor_id,geometry
25 Street,0,50,51,1,0.06214,2,30,1000,5,Minor arterial,180,12,,,,"<LineString><coordinates>1.180605,1.550587,0.0 1.242742,1.550587,0.0</coordinates></LineString>"
25 Street,0,51,50,1,0.06214,2,30,1000,5,Minor arterial,180,12,,,,"<LineString><coordinates>1.242742,1.556269,0.0 1.180605,1.556269,0.0</coordinates></LineString>"
15 Street,0,38,39,1,0.06214,2,30,1000,5,Minor arterial,180,12,,,,"<LineString><coordinates>1.180605,0.929215,0.0 1.242742,0.929215,0.0</coordinates></LineString>"
River Drive,0,52,58,1,0.69471,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>0.841351,1.864113,0.0 1.152036,2.485484,0.0</coordinates></LineString>"
River Drive,0,58,52,1,0.69471,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>1.147036,2.485484,0.0 0.836351,1.864113,0.0</coordinates></LineString>"
River Drive,0,58,60,1,0.49637,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>1.152377,2.485484,0.0 1.152377,2.981855,0.0</coordinates></LineString>"
River Drive,0,60,58,1,0.49637,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>1.146695,2.981855,0.0 1.146695,2.485484,0.0</coordinates></LineString>"
50 Street,0,61,65,1,0.125,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.149536,3.104014,0.0 1.274536,3.104014,0.0</coordinates></LineString>"
50 Street,0,65,61,1,0.125,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.274536,3.109696,0.0 1.149536,3.109696,0.0</coordinates></LineString>"
50 Street/River Drive,0,60,63,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.151536,2.979855,0.0 1.214036,3.042355,0.0</coordinates></LineString>"
50 Street/River Drive,0,63,60,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.210036,3.046355,0.0 1.147536,2.983855,0.0</coordinates></LineString>"
50 Street/River Drive,0,62,64,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.147536,3.229855,0.0 1.210036,3.167355,0.0</coordinates></LineString>"
50 Street/River Drive,0,64,62,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.214036,3.171355,0.0 1.151536,3.232055,0.0</coordinates></LineString>"
50 Street/River Drive,0,61,63,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.149536,3.106855,0.0 1.212036,3.044355,0.0</coordinates></LineString>"
50 Street/River Drive,0,63,65,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.212036,3.044355,0.0 1.274536,3.106855,0.0</coordinates></LineString>"
50 Street/River Drive,0,64,61,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.212036,3.169355,0.0 1.149536,3.106855,0.0</coordinates></LineString>"
50 Street/River Drive,0,65,64,1,0.08839,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.274536,3.106855,0.0 1.212036,3.169355,0.0</coordinates></LineString>"
Centroid Connector,0,58,59,1,0.05046,2,10,1000,10,Zonal connector,180,12,,,,"<LineString><coordinates>1.149536,2.485484,0.0 1.200000,2.485484,0.0</coordinates></LineString>"
Centroid Connector,0,59,58,1,0.05046,2,10,1000,10,Zonal connector,180,12,,,,"<LineString><coordinates>1.200000,2.485484,0.0 1.149536,2.485484,0.0</coordinates></LineString>"
NF/SF,0,12,66,1,0.13731,3,60,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.310763,0.002000,0.0 1.213673,0.099089,0.0</coordinates></LineString>"
NF/SF,0,66,12,1,0.13731,3,60,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.209673,0.095089,0.0 1.306763,-0.002000,0.0</coordinates></LineString>"
NF/SD,0,9,66,1,0.13731,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.116584,-0.002000,0.0 1.213673,0.095089,0.0</coordinates></LineString>"
NF/SD,0,66,9,1,0.13731,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.209673,0.099089,0.0 1.112584,0.002000,0.0</coordinates></LineString>"
North Freeway,0,66,67,1,0.42719,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.214514,0.097089,0.0 1.214514,0.524281,0.0</coordinates></LineString>"
North Freeway,0,67,66,1,0.42719,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.208832,0.524281,0.0 1.208832,0.097089,0.0</coordinates></LineString>"
North Freeway,0,67,68,1,0.19418,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.214514,0.524281,0.0 1.214514,0.718460,0.0</coordinates></LineString>"
North Freeway,0,68,67,1,0.19418,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.208832,0.718460,0.0 1.208832,0.524281,0.0</coordinates></LineString>"
North Freeway,0,68,69,1,0.42719,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.214514,0.718460,0.0 1.214514,1.145653,0.0</coordinates></LineString>"
North Freeway,0,69,68,1,0.42719,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.208832,1.145653,0.0 1.208832,0.718460,0.0</coordinates></LineString>"
North Freeway,0,69,70,1,0.19418,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.214514,1.145653,0.0 1.214514,1.339832,0.0</coordinates></LineString>"
North Freeway,0,70,69,1,0.19418,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.208832,1.339832,0.0 1.208832,1.145653,0.0</coordinates></LineString>"
North Freeway,0,70,71,1,0.42719,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.214514,1.339832,0.0 1.214514,1.767024,0.0</coordinates></LineString>"
North Freeway,0,71,70,1,0.42719,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.208832,1.767024,0.0 1.208832,1.339832,0.0</coordinates></LineString>"
North Freeway,0,71,72,1,0.19418,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.214514,1.767024,0.0 1.214514,1.961203,0.0</coordinates></LineString>"
North Freeway,0,72,71,1,0.19418,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.208832,1.961203,0.0 1.208832,1.767024,0.0</coordinates></LineString>"
NF/10S,0,67,29,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.211673,0.524281,0.0 1.242742,0.621371,0.0</coordinates></LineString>"
NF/10S,0,29,68,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.242742,0.621371,0.0 1.211673,0.718460,0.0</coordinates></LineString>"
NF/10S,0,68,28,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.211673,0.718460,0.0 1.180605,0.621371,0.0</coordinates></LineString>"
NF/10S,0,28,67,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.180605,0.621371,0.0 1.211673,0.524281,0.0</coordinates></LineString>"
NF/20S,0,69,44,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.211673,1.145653,0.0 1.242742,1.242742,0.0</coordinates></LineString>"
NF/20S,0,44,70,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.242742,1.242742,0.0 1.211673,1.339832,0.0</coordinates></LineString>"
NF/20S,0,70,43,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.211673,1.339832,0.0 1.180605,1.242742,0.0</coordinates></LineString>"
NF/20S,0,43,69,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.180605,1.242742,0.0 1.211673,1.145653,0.0</coordinates></LineString>"
NF/30S,0,71,55,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.211673,1.767024,0.0 1.242742,1.864113,0.0</coordinates></LineString>"
NF/30S,0,55,72,1,0.10194,3,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.242742,1.864113,0.0 1.211673,1.961203,0.0</coordinates></LineString>"
NF/30S,0,72,54,1,0.10194,3,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.211673,1.961203,0.0 1.180605,1.864113,0.0</coordinates></LineString>"
NF/30S,0,54,71,1,0.10194,2,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>1.180605,1.864113,0.0 1.211673,1.767024,0.0</coordinates></LineString>"
North Freeway,0,72,75,1,1.1296,7,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.214514,1.961203,0.0 1.634642,3.009766,0.0</coordinates></LineString>"
North Freeway,0,75,72,1,1.1296,7,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.628960,3.009766,0.0 1.208832,1.961203,0.0</coordinates></LineString>"
North Freeway,0,75,76,1,0.19418,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.634642,3.009766,0.0 1.634642,3.203944,0.0</coordinates></LineString>"
North Freeway,0,76,75,1,0.19418,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.628960,3.203944,0.0 1.628960,3.009766,0.0</coordinates></LineString>"
North Freeway,0,76,77,1,0.09606,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.634642,3.203944,0.0 1.634642,3.300000,0.0</coordinates></LineString>"
North Freeway,0,77,76,1,0.09606,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.628960,3.300000,0.0 1.628960,3.203944,0.0</coordinates></LineString>"
50 Street,0,65,73,1,0.26018,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.274536,3.104014,0.0 1.534712,3.104014,0.0</coordinates></LineString>"
50 Street,0,73,65,1,0.26018,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.534712,3.109696,0.0 1.274536,3.109696,0.0</coordinates></LineString>"
50 Street,0,73,74,1,0.19418,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.534712,3.104014,0.0 1.728890,3.104014,0.0</coordinates></LineString>"
50 Street,0,74,73,1,0.19418,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.728890,3.109696,0.0 1.534712,3.109696,0.0</coordinates></LineString>"
Northeast Freeway,0,74,57,1,0.07111,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.728890,3.104014,0.0 1.800000,3.104014,0.0</coordinates></LineString>"
Northeast Freeway,0,57,74,1,0.07111,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.800000,3.109696,0.0 1.728890,3.109696,0.0</coordinates></LineString>"
NF/NEF,0,75,74,1,0.1373,3,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.634642,3.009766,0.0 1.728890,3.104014,0.0</coordinates></LineString>"
NF/NEF,0,74,75,1,0.1373,3,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.728890,3.109696,0.0 1.628960,3.009766,0.0</coordinates></LineString>"
NF/NEF,0,74,76,1,0.1373,1,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.728890,3.109696,0.0 1.634642,3.203944,0.0</coordinates></LineString>"
NF/NEF,0,76,74,1,0.1373,1,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.628960,3.203944,0.0 1.728890,3.104014,0.0</coordinates></LineString>"
NF/50S,0,76,73,1,0.1373,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.628960,3.203944,0.0 1.534712,3.109696,0.0</coordinates></LineString>"
NF/50S,0,73,76,1,0.1373,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.534712,3.104014,0.0 1.634642,3.203944,0.0</coordinates></LineString>"
NF/50S,0,73,75,1,0.1373,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.534712,3.104014,0.0 1.628960,3.009766,0.0</coordinates></LineString>"
NF/50S,0,75,73,1,0.1373,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.634642,3.009766,0.0 1.534712,3.109696,0.0</coordinates></LineString>"
River Drive,0,60,62,1,0.25,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>1.152377,2.981855,0.0 1.152377,3.231855,0.0</coordinates></LineString>"
River Drive,0,62,60,1,0.25,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>1.146695,3.231855,0.0 1.146695,2.981855,0.0</coordinates></LineString>"
River Drive,0,62,78,1,0.06814,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>1.152377,3.231855,0.0 1.152377,3.300000,0.0</coordinates></LineString>"
River Drive,0,78,62,1,0.06814,3,40,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>1.146695,3.300000,0.0 1.146695,3.231855,0.0</coordinates></LineString>"
NF/SR,0,68,79,1,0.1373,1,90,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.214514,0.718460,0.0 1.114584,0.631371,0.0</coordinates></LineString>"
NF/SR,0,79,68,1,0.1373,1,90,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.114584,0.611371,0.0 1.208832,0.718460,0.0</coordinates></LineString>"
NF/SR,0,67,79,1,0.1373,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.214514,0.524281,0.0 1.114584,0.631371,0.0</coordinates></LineString>"
NF/SR,0,79,67,1,0.1373,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.114584,0.611371,0.0 1.208832,0.524281,0.0</coordinates></LineString>"
Skyrider Approach,0,79,80,1,0.39612,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.114584,0.631371,0.0 0.718460,0.631371,0.0</coordinates></LineString>"
Skyrider Approach,0,80,79,1,0.39612,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.718460,0.611371,0.0 1.114584,0.611371,0.0</coordinates></LineString>"
Skyrider Approach,0,80,81,1,0.1794,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.718460,0.631371,0.0 0.554719,0.692023,0.0</coordinates></LineString>"
Skyrider Approach,0,81,80,1,0.1794,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.550719,0.688023,0.0 0.718460,0.611371,0.0</coordinates></LineString>"
Skyrider,0,26,81,1,0.09709,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.623371,0.623371,0.0 0.554719,0.692023,0.0</coordinates></LineString>"
Skyrider,0,81,26,1,0.09709,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.550719,0.688023,0.0 0.619371,0.619371,0.0</coordinates></LineString>"
SR/10S,0,30,79,1,0.19418,1,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.308763,0.624212,0.0 1.114584,0.631371,0.0</coordinates></LineString>"
SR/10S,0,79,30,1,0.19418,1,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>1.114584,0.611371,0.0 1.308763,0.618530,0.0</coordinates></LineString>"
Skyrider,0,81,82,1,2.2,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.554719,0.692023,0.0 -1.000916,2.247658,0.0</coordinates></LineString>"
Skyrider,0,82,81,1,2.2,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.004916,2.243658,0.0 0.550719,0.688023,0.0</coordinates></LineString>"
50 Street,0,61,83,1,0.66018,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>1.149536,3.106855,0.0 0.489352,3.106855,0.0</coordinates></LineString>"
50 Street,0,83,61,1,0.66018,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.489352,3.106855,0.0 1.149536,3.106855,0.0</coordinates></LineString>"
50 Street,0,83,84,1,0.40572,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.489352,3.106855,0.0 0.118165,2.943059,0.0</coordinates></LineString>"
50 Street,0,84,83,1,0.40572,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.118165,2.943059,0.0 0.489352,3.106855,0.0</coordinates></LineString>"
Western Trail,0,84,85,1,0.13915,2,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.118165,2.943059,0.0 0.004936,2.862181,0.0</coordinates></LineString>"
Western Trail,0,85,84,1,0.13915,2,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>0.004936,2.862181,0.0 0.118165,2.943059,0.0</coordinates></LineString>"
50 Street Connector,0,86,102,1,0.62647,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.027415,2.996978,0.0 -0.582389,3.287622,0.0</coordinates></LineString>"
50 Street Connector,0,102,86,1,0.62647,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.582389,3.287622,0.0 -0.027415,2.996978,0.0</coordinates></LineString>"
Northwest Freeway,0,104,103,1,0.18116,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.786489,3.555975,0.0 -0.724125,3.385892,0.0</coordinates></LineString>"
Northwest Freeway,0,103,104,1,0.18116,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.724125,3.385892,0.0 -0.786489,3.555975,0.0</coordinates></LineString>"
Northwest Freeway,0,103,101,1,0.24226,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.724125,3.385892,0.0 -0.710897,3.143996,0.0</coordinates></LineString>"
Northwest Freeway,0,101,103,1,0.24226,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.710897,3.143996,0.0 -0.724125,3.385892,0.0</coordinates></LineString>"
Northwest Freeway,0,101,99,1,0.27829,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.710897,3.143996,0.0 -0.784599,2.875642,0.0</coordinates></LineString>"
Northwest Freeway,0,99,101,1,0.27829,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.784599,2.875642,0.0 -0.710897,3.143996,0.0</coordinates></LineString>"
Northwest Freeway,0,99,96,1,0.17834,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.784599,2.875642,0.0 -0.862082,2.715008,0.0</coordinates></LineString>"
Northwest Freeway,0,96,99,1,0.17834,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.862082,2.715008,0.0 -0.784599,2.875642,0.0</coordinates></LineString>"
Northwest Freeway,0,96,91,1,0.40787,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-0.862082,2.715008,0.0 -1.081300,2.371062,0.0</coordinates></LineString>"
Northwest Freeway,0,91,96,1,0.40787,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.081300,2.371062,0.0 -0.862082,2.715008,0.0</coordinates></LineString>"
Northwest Freeway,0,91,90,1,0.17502,2,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.081300,2.371062,0.0 -1.155003,2.212318,0.0</coordinates></LineString>"
Northwest Freeway,0,90,91,1,0.17502,2,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.155003,2.212318,0.0 -1.081300,2.371062,0.0</coordinates></LineString>"
Northwest Freeway,0,90,93,1,0.12863,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.155003,2.212318,0.0 -1.149333,2.083810,0.0</coordinates></LineString>"
Northwest Freeway,0,93,90,1,0.12863,3,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.149333,2.083810,0.0 -1.155003,2.212318,0.0</coordinates></LineString>"
West Freeway,0,82,89,1,0.24162,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.002916,2.245658,0.0 -1.235192,2.312212,0.0</coordinates></LineString>"
West Freeway,0,89,82,1,0.24162,4,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.235192,2.312212,0.0 -1.002916,2.245658,0.0</coordinates></LineString>"
West Freeway,0,89,92,1,0.21209,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.235192,2.312212,0.0 -1.446034,2.335156,0.0</coordinates></LineString>"
West Freeway,0,92,89,1,0.21209,5,60,1900,1,Freeway,180,12,,,,"<LineString><coordinates>-1.446034,2.335156,0.0 -1.235192,2.312212,0.0</coordinates></LineString>"
SR/NWF,0,82,91,1,0.14789,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.002916,2.245658,0.0 -1.081300,2.371062,0.0</coordinates></LineString>"
SR/NWF,0,91,82,1,0.14789,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.081300,2.371062,0.0 -1.002916,2.245658,0.0</coordinates></LineString>"
WF/NWF,0,91,89,1,0.16476,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.081300,2.371062,0.0 -1.235192,2.312212,0.0</coordinates></LineString>"
WF/NWF,0,89,91,1,0.16476,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.235192,2.312212,0.0 -1.081300,2.371062,0.0</coordinates></LineString>"
WF/NWF,0,89,90,1,0.1281,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.235192,2.312212,0.0 -1.155003,2.212318,0.0</coordinates></LineString>"
WF/NWF,0,90,89,1,0.1281,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.155003,2.212318,0.0 -1.235192,2.312212,0.0</coordinates></LineString>"
SR/NWF,0,90,82,1,0.1557,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.155003,2.212318,0.0 -1.002916,2.245658,0.0</coordinates></LineString>"
SR/NWF,0,82,90,1,0.1557,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-1.002916,2.245658,0.0 -1.155003,2.212318,0.0</coordinates></LineString>"
NWF/FR,0,96,98,1,0.09383,1,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>-0.862082,2.715008,0.0 -0.784599,2.767923,0.0</coordinates></LineString>"
NWF/FR,0,98,99,1,0.10772,1,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>-0.784599,2.767923,0.0 -0.784599,2.875642,0.0</coordinates></LineString>"
NWF/FR,0,99,97,1,0.1029,1,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>-0.784599,2.875642,0.0 -0.856412,2.801940,0.0</coordinates></LineString>"
NWF/FR,0,97,96,1,0.08712,1,40,1000,9,Ramp,180,12,,,,"<LineString><coordinates>-0.856412,2.801940,0.0 -0.862082,2.715008,0.0</coordinates></LineString>"
NWF/50C,0,101,102,1,0.19272,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-0.710897,3.143996,0.0 -0.582389,3.287622,0.0</coordinates></LineString>"
NWF/50C,0,102,101,1,0.19272,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-0.582389,3.287622,0.0 -0.710897,3.143996,0.0</coordinates></LineString>"
NWF/50C,0,103,102,1,0.17247,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-0.724125,3.385892,0.0 -0.582389,3.287622,0.0</coordinates></LineString>"
NWF/50C,0,102,103,1,0.17247,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-0.582389,3.287622,0.0 -0.724125,3.385892,0.0</coordinates></LineString>"
50C/WT,0,86,85,1,0.13862,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-0.027415,2.996978,0.0 0.004936,2.862181,0.0</coordinates></LineString>"
50C/WT,0,85,86,1,0.13862,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>0.004936,2.862181,0.0 -0.027415,2.996978,0.0</coordinates></LineString>"
50C/50S,0,86,84,1,0.15524,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>-0.027415,2.996978,0.0 0.118165,2.943059,0.0</coordinates></LineString>"
50C/50S,0,84,86,1,0.15524,2,60,1900,9,Ramp,180,12,,,,"<LineString><coordinates>0.118165,2.943059,0.0 -0.027415,2.996978,0.0</coordinates></LineString>"
Western Trail,0,85,87,1,0.53724,2,35,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>0.004936,2.862181,0.0 -0.415629,2.527886,0.0</coordinates></LineString>"
Western Trail,0,87,85,1,0.53724,2,35,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>-0.415629,2.527886,0.0 0.004936,2.862181,0.0</coordinates></LineString>"
Western Trail,0,87,93,1,0.85763,2,35,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>-0.415629,2.527886,0.0 -1.149333,2.083810,0.0</coordinates></LineString>"
Western Trail,0,93,87,1,0.85763,2,35,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>-1.149333,2.083810,0.0 -0.415629,2.527886,0.0</coordinates></LineString>"
Western Trail,0,93,95,1,0.27781,2,35,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>-1.149333,2.083810,0.0 -1.427136,2.081921,0.0</coordinates></LineString>"
Western Trail,0,95,93,1,0.27781,2,35,1000,3,Principal arterial,180,12,,,,"<LineString><coordinates>-1.427136,2.081921,0.0 -1.149333,2.083810,0.0</coordinates></LineString>"
Fern Road,0,100,97,1,0.14537,2,30,1000,4,Major arterial,180,12,,,,"<LineString><coordinates>-0.996258,2.841626,0.0 -0.856412,2.801940,0.0</coordinates></LineString>"
Fern Road,0,97,100,1,0.14537,2,30,1000,4,Major arterial,180,12,,,,"<LineString><coordinates>-0.856412,2.801940,0.0 -0.996258,2.841626,0.0</coordinates></LineString>"
Fern Road,0,97,98,1,0.07946,2,30,1000,4,Major arterial,180,12,,,,"<LineString><coordinates>-0.856412,2.801940,0.0 -0.784599,2.767923,0.0</coordinates></LineString>"
Fern Road,0,98,97,1,0.07946,2,30,1000,4,Major arterial,180,12,,,,"<LineString><coordinates>-0.784599,2.767923,0.0 -0.856412,2.801940,0.0</coordinates></LineString>"
Fern Road,0,98,87,1,0.44018,2,30,1000,4,Major arterial,180,12,,,,"<LineString><coordinates>-0.784599,2.767923,0.0 -0.415629,2.527886,0.0</coordinates></LineString>"
Fern Road,0,87,98,1,0.44018,2,30,1000,4,Major arterial,180,12,,,,"<LineString><coordinates>-0.415629,2.527886,0.0 -0.784599,2.767923,0.0</coordinates></LineString>"
Centroid Connector,0,87,88,1,0.23687,2,10,1000,10,Zonal connector,180,12,,,,"<LineString><coordinates>-0.415629,2.527886,0.0 -0.237698,2.371522,0.0</coordinates></LineString>"
Centroid Connector,0,88,87,1,0.23687,2,10,1000,10,Zonal connector,180,12,,,,"<LineString><coordinates>-0.237698,2.371522,0.0 -0.415629,2.527886,0.0</coordinates></LineString>"
Centroid Connector,0,93,94,1,0.09079,2,10,1000,10,Zonal connector,180,12,,,,"<LineString><coordinates>-1.149333,2.083810,0.0 -1.145554,1.993099,0.0</coordinates></LineString>"
Centroid Connector,0,94,93,1,0.09079,2,10,1000,10,Zonal connector,180,12,,,,"<LineString><coordinates>-1.145554,1.993099,0.0 -1.149333,2.083810,0.0</coordinates></LineString>"
