name,link_id,from_node_id,to_node_id,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,link_type_name,jam_density,wave_speed,demand_type_code,count_sensor_id,speed_sensor_id,geometry
10 Avenue,293,36,402,1,0.06214,2,30,1000,4,Major arterial,180,12,1,293,293,"<LineString><coordinates>0.624212,0.932056,0.0 0.624212,0.994194,0.0</coordinates></LineString>"
10 Avenue,294,36,376,1,0.06214,2,30,1000,4,Major arterial,180,12,1,294,294,"<LineString><coordinates>0.618530,0.932056,0.0 0.618530,0.869919,0.0</coordinates></LineString>"
10 Avenue,295,376,36,1,0.06214,2,30,1000,4,Major arterial,180,12,1,295,295,"<LineString><coordinates>0.624212,0.869919,0.0 0.624212,0.932056,0.0</coordinates></LineString>"
10 Avenue,296,376,359,1,0.06214,2,30,1000,4,Major arterial,180,12,1,296,296,"<LineString><coordinates>0.618530,0.869919,0.0 0.618530,0.807782,0.0</coordinates></LineString>"
10 Avenue,297,359,376,1,0.06214,2,30,1000,4,Major arterial,180,12,1,297,297,"<LineString><coordinates>0.624212,0.807782,0.0 0.624212,0.869919,0.0</coordinates></LineString>"
10 Avenue,298,359,341,1,0.06214,2,30,1000,4,Major arterial,180,12,1,298,298,"<LineString><coordinates>0.618530,0.807782,0.0 0.618530,0.745645,0.0</coordinates></LineString>"
10 Avenue,299,341,359,1,0.06214,2,30,1000,4,Major arterial,180,12,1,299,299,"<LineString><coordinates>0.624212,0.745645,0.0 0.624212,0.807782,0.0</coordinates></LineString>"
10 Avenue,300,341,322,1,0.06214,2,30,1000,4,Major arterial,180,12,1,300,300,"<LineString><coordinates>0.618530,0.745645,0.0 0.618530,0.683508,0.0</coordinates></LineString>"
10 Avenue,301,322,341,1,0.06214,2,30,1000,4,Major arterial,180,12,1,301,301,"<LineString><coordinates>0.624212,0.683508,0.0 0.624212,0.745645,0.0</coordinates></LineString>"
10 Avenue,302,322,26,1,0.06214,2,30,1000,4,Major arterial,180,12,1,302,302,"<LineString><coordinates>0.618530,0.683508,0.0 0.618530,0.621371,0.0</coordinates></LineString>"
10 Avenue,303,26,322,1,0.06214,2,30,1000,4,Major arterial,180,12,1,303,303,"<LineString><coordinates>0.624212,0.621371,0.0 0.624212,0.683508,0.0</coordinates></LineString>"
10 Avenue,304,26,286,1,0.06214,2,30,1000,4,Major arterial,180,12,1,304,304,"<LineString><coordinates>0.618530,0.621371,0.0 0.618530,0.559234,0.0</coordinates></LineString>"
10 Avenue,305,286,26,1,0.06214,2,30,1000,4,Major arterial,180,12,1,305,305,"<LineString><coordinates>0.624212,0.559234,0.0 0.624212,0.621371,0.0</coordinates></LineString>"
10 Avenue,306,286,265,1,0.06214,2,30,1000,4,Major arterial,180,12,1,306,306,"<LineString><coordinates>0.618530,0.559234,0.0 0.618530,0.497097,0.0</coordinates></LineString>"
10 Avenue,307,265,286,1,0.06214,2,30,1000,4,Major arterial,180,12,1,307,307,"<LineString><coordinates>0.624212,0.497097,0.0 0.624212,0.559234,0.0</coordinates></LineString>"
10 Avenue,308,265,244,1,0.06214,2,30,1000,4,Major arterial,180,12,1,308,308,"<LineString><coordinates>0.618530,0.497097,0.0 0.618530,0.434960,0.0</coordinates></LineString>"
10 Avenue,309,244,265,1,0.06214,2,30,1000,4,Major arterial,180,12,1,309,309,"<LineString><coordinates>0.624212,0.434960,0.0 0.624212,0.497097,0.0</coordinates></LineString>"
10 Avenue,310,244,223,1,0.06214,2,30,1000,4,Major arterial,180,12,1,310,310,"<LineString><coordinates>0.618530,0.434960,0.0 0.618530,0.372823,0.0</coordinates></LineString>"
10 Avenue,311,223,244,1,0.06214,2,30,1000,4,Major arterial,180,12,1,311,311,"<LineString><coordinates>0.624212,0.372823,0.0 0.624212,0.434960,0.0</coordinates></LineString>"
10 Avenue,312,223,20,1,0.06214,2,30,1000,4,Major arterial,180,12,1,312,312,"<LineString><coordinates>0.618530,0.372823,0.0 0.618530,0.310686,0.0</coordinates></LineString>"
10 Avenue,313,20,223,1,0.06214,2,30,1000,4,Major arterial,180,12,1,313,313,"<LineString><coordinates>0.624212,0.310686,0.0 0.624212,0.372823,0.0</coordinates></LineString>"
10 Avenue,314,20,186,1,0.06214,2,30,1000,4,Major arterial,180,12,1,314,314,"<LineString><coordinates>0.618530,0.310686,0.0 0.618530,0.248548,0.0</coordinates></LineString>"
10 Avenue,315,186,20,1,0.06214,2,30,1000,4,Major arterial,180,12,1,315,315,"<LineString><coordinates>0.624212,0.248548,0.0 0.624212,0.310686,0.0</coordinates></LineString>"
10 Avenue,316,186,165,1,0.06214,2,30,1000,4,Major arterial,180,12,1,316,316,"<LineString><coordinates>0.618530,0.248548,0.0 0.618530,0.186411,0.0</coordinates></LineString>"
10 Avenue,317,165,186,1,0.06214,2,30,1000,4,Major arterial,180,12,1,317,317,"<LineString><coordinates>0.624212,0.186411,0.0 0.624212,0.248548,0.0</coordinates></LineString>"
10 Avenue,318,165,144,1,0.06214,2,30,1000,4,Major arterial,180,12,1,318,318,"<LineString><coordinates>0.618530,0.186411,0.0 0.618530,0.124274,0.0</coordinates></LineString>"
10 Avenue,319,144,165,1,0.06214,2,30,1000,4,Major arterial,180,12,1,319,319,"<LineString><coordinates>0.624212,0.124274,0.0 0.624212,0.186411,0.0</coordinates></LineString>"
10 Avenue,320,144,123,1,0.06214,2,30,1000,4,Major arterial,180,12,1,320,320,"<LineString><coordinates>0.618530,0.124274,0.0 0.618530,0.062137,0.0</coordinates></LineString>"
10 Avenue,321,123,144,1,0.06214,2,30,1000,4,Major arterial,180,12,1,321,321,"<LineString><coordinates>0.624212,0.062137,0.0 0.624212,0.124274,0.0</coordinates></LineString>"
10 Avenue,322,123,2,1,0.06214,2,30,1000,4,Major arterial,180,12,1,322,322,"<LineString><coordinates>0.618530,0.062137,0.0 0.618530,-0.000000,0.0</coordinates></LineString>"
10 Avenue,323,2,123,1,0.06214,2,30,1000,4,Major arterial,180,12,1,323,323,"<LineString><coordinates>0.624212,0.000000,0.0 0.624212,0.062137,0.0</coordinates></LineString>"
5 Street,324,18,197,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,324,324,"<LineString><coordinates>0.000000,0.307845,0.0 0.062137,0.307845,0.0</coordinates></LineString>"
5 Street,325,197,18,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,325,325,"<LineString><coordinates>0.062137,0.313527,0.0 0.000000,0.313527,0.0</coordinates></LineString>"
5 Street,326,197,198,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,326,326,"<LineString><coordinates>0.062137,0.307845,0.0 0.124274,0.307845,0.0</coordinates></LineString>"
5 Street,327,198,197,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,327,327,"<LineString><coordinates>0.124274,0.313527,0.0 0.062137,0.313527,0.0</coordinates></LineString>"
5 Street,328,198,199,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,328,328,"<LineString><coordinates>0.124274,0.307845,0.0 0.186411,0.307845,0.0</coordinates></LineString>"
5 Street,329,199,198,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,329,329,"<LineString><coordinates>0.186411,0.313527,0.0 0.124274,0.313527,0.0</coordinates></LineString>"
5 Street,330,199,200,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,330,330,"<LineString><coordinates>0.186411,0.307845,0.0 0.248548,0.307845,0.0</coordinates></LineString>"
5 Street,331,200,199,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,331,331,"<LineString><coordinates>0.248548,0.313527,0.0 0.186411,0.313527,0.0</coordinates></LineString>"
5 Street,332,200,19,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,332,332,"<LineString><coordinates>0.248548,0.307845,0.0 0.310686,0.307845,0.0</coordinates></LineString>"
5 Street,333,19,200,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,333,333,"<LineString><coordinates>0.310686,0.313527,0.0 0.248548,0.313527,0.0</coordinates></LineString>"
5 Street,334,19,201,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,334,334,"<LineString><coordinates>0.310686,0.307845,0.0 0.372823,0.307845,0.0</coordinates></LineString>"
5 Street,335,201,19,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,335,335,"<LineString><coordinates>0.372823,0.313527,0.0 0.310686,0.313527,0.0</coordinates></LineString>"
5 Street,336,201,202,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,336,336,"<LineString><coordinates>0.372823,0.307845,0.0 0.434960,0.307845,0.0</coordinates></LineString>"
5 Street,337,202,201,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,337,337,"<LineString><coordinates>0.434960,0.313527,0.0 0.372823,0.313527,0.0</coordinates></LineString>"
5 Street,338,202,203,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,338,338,"<LineString><coordinates>0.434960,0.307845,0.0 0.497097,0.307845,0.0</coordinates></LineString>"
5 Street,339,203,202,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,339,339,"<LineString><coordinates>0.497097,0.313527,0.0 0.434960,0.313527,0.0</coordinates></LineString>"
5 Street,340,203,204,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,340,340,"<LineString><coordinates>0.497097,0.307845,0.0 0.559234,0.307845,0.0</coordinates></LineString>"
5 Street,341,204,203,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,341,341,"<LineString><coordinates>0.559234,0.313527,0.0 0.497097,0.313527,0.0</coordinates></LineString>"
5 Street,342,204,20,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,342,342,"<LineString><coordinates>0.559234,0.307845,0.0 0.621371,0.307845,0.0</coordinates></LineString>"
5 Street,343,20,204,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,343,343,"<LineString><coordinates>0.621371,0.313527,0.0 0.559234,0.313527,0.0</coordinates></LineString>"
5 Street,344,20,205,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,344,344,"<LineString><coordinates>0.621371,0.307845,0.0 0.683508,0.307845,0.0</coordinates></LineString>"
5 Street,345,205,20,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,345,345,"<LineString><coordinates>0.683508,0.313527,0.0 0.621371,0.313527,0.0</coordinates></LineString>"
5 Street,346,205,206,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,346,346,"<LineString><coordinates>0.683508,0.307845,0.0 0.745645,0.307845,0.0</coordinates></LineString>"
5 Street,347,206,205,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,347,347,"<LineString><coordinates>0.745645,0.313527,0.0 0.683508,0.313527,0.0</coordinates></LineString>"
5 Street,348,206,207,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,348,348,"<LineString><coordinates>0.745645,0.307845,0.0 0.807782,0.307845,0.0</coordinates></LineString>"
5 Street,349,207,206,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,349,349,"<LineString><coordinates>0.807782,0.313527,0.0 0.745645,0.313527,0.0</coordinates></LineString>"
5 Street,350,207,208,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,350,350,"<LineString><coordinates>0.807782,0.307845,0.0 0.869919,0.307845,0.0</coordinates></LineString>"
5 Street,351,208,207,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,351,351,"<LineString><coordinates>0.869919,0.313527,0.0 0.807782,0.313527,0.0</coordinates></LineString>"
5 Street,352,208,21,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,352,352,"<LineString><coordinates>0.869919,0.307845,0.0 0.932057,0.307845,0.0</coordinates></LineString>"
5 Street,353,21,208,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,353,353,"<LineString><coordinates>0.932057,0.313527,0.0 0.869919,0.313527,0.0</coordinates></LineString>"
5 Street,354,21,209,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,354,354,"<LineString><coordinates>0.932057,0.307845,0.0 0.994194,0.307845,0.0</coordinates></LineString>"
5 Street,355,209,21,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,355,355,"<LineString><coordinates>0.994194,0.313527,0.0 0.932057,0.313527,0.0</coordinates></LineString>"
5 Street,356,209,210,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,356,356,"<LineString><coordinates>0.994194,0.307845,0.0 1.056331,0.307845,0.0</coordinates></LineString>"
5 Street,357,210,209,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,357,357,"<LineString><coordinates>1.056331,0.313527,0.0 0.994194,0.313527,0.0</coordinates></LineString>"
5 Street,358,210,211,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,358,358,"<LineString><coordinates>1.056331,0.307845,0.0 1.118468,0.307845,0.0</coordinates></LineString>"
5 Street,359,211,210,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,359,359,"<LineString><coordinates>1.118468,0.313527,0.0 1.056331,0.313527,0.0</coordinates></LineString>"
5 Street,360,211,22,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,360,360,"<LineString><coordinates>1.118468,0.307845,0.0 1.180605,0.307845,0.0</coordinates></LineString>"
5 Street,361,22,211,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,361,361,"<LineString><coordinates>1.180605,0.313527,0.0 1.118468,0.313527,0.0</coordinates></LineString>"
15 Street,362,34,387,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,362,362,"<LineString><coordinates>0.310686,0.929215,0.0 0.372823,0.929216,0.0</coordinates></LineString>"
15 Street,363,387,34,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,363,363,"<LineString><coordinates>0.372823,0.934898,0.0 0.310686,0.934897,0.0</coordinates></LineString>"
15 Street,364,387,388,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,364,364,"<LineString><coordinates>0.372823,0.929216,0.0 0.434960,0.929216,0.0</coordinates></LineString>"
15 Street,365,388,387,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,365,365,"<LineString><coordinates>0.434960,0.934898,0.0 0.372823,0.934898,0.0</coordinates></LineString>"
15 Street,366,388,389,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,366,366,"<LineString><coordinates>0.434960,0.929216,0.0 0.497097,0.929216,0.0</coordinates></LineString>"
15 Street,367,389,388,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,367,367,"<LineString><coordinates>0.497097,0.934898,0.0 0.434960,0.934898,0.0</coordinates></LineString>"
15 Street,368,389,390,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,368,368,"<LineString><coordinates>0.497097,0.929216,0.0 0.559234,0.929216,0.0</coordinates></LineString>"
15 Street,369,390,389,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,369,369,"<LineString><coordinates>0.559234,0.934898,0.0 0.497097,0.934898,0.0</coordinates></LineString>"
15 Street,370,390,36,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,370,370,"<LineString><coordinates>0.559234,0.929216,0.0 0.621371,0.929215,0.0</coordinates></LineString>"
15 Street,371,36,390,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,371,371,"<LineString><coordinates>0.621371,0.934897,0.0 0.559234,0.934898,0.0</coordinates></LineString>"
15 Street,372,36,391,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,372,372,"<LineString><coordinates>0.621371,0.929215,0.0 0.683508,0.929216,0.0</coordinates></LineString>"
15 Street,373,391,36,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,373,373,"<LineString><coordinates>0.683508,0.934898,0.0 0.621371,0.934897,0.0</coordinates></LineString>"
15 Street,374,391,392,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,374,374,"<LineString><coordinates>0.683508,0.929216,0.0 0.745645,0.929216,0.0</coordinates></LineString>"
15 Street,375,392,391,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,375,375,"<LineString><coordinates>0.745645,0.934898,0.0 0.683508,0.934898,0.0</coordinates></LineString>"
15 Street,376,392,393,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,376,376,"<LineString><coordinates>0.745645,0.929216,0.0 0.807782,0.929216,0.0</coordinates></LineString>"
15 Street,377,393,392,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,377,377,"<LineString><coordinates>0.807782,0.934898,0.0 0.745645,0.934898,0.0</coordinates></LineString>"
15 Street,378,393,394,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,378,378,"<LineString><coordinates>0.807782,0.929216,0.0 0.869919,0.929216,0.0</coordinates></LineString>"
15 Street,379,394,393,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,379,379,"<LineString><coordinates>0.869919,0.934898,0.0 0.807782,0.934898,0.0</coordinates></LineString>"
15 Street,380,394,37,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,380,380,"<LineString><coordinates>0.869919,0.929216,0.0 0.932056,0.929215,0.0</coordinates></LineString>"
15 Street,381,37,394,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,381,381,"<LineString><coordinates>0.932056,0.934897,0.0 0.869919,0.934898,0.0</coordinates></LineString>"
15 Street,382,37,395,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,382,382,"<LineString><coordinates>0.932056,0.929215,0.0 0.994194,0.929216,0.0</coordinates></LineString>"
15 Street,383,395,37,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,383,383,"<LineString><coordinates>0.994194,0.934898,0.0 0.932056,0.934897,0.0</coordinates></LineString>"
15 Street,384,395,396,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,384,384,"<LineString><coordinates>0.994194,0.929216,0.0 1.056331,0.929216,0.0</coordinates></LineString>"
15 Street,385,396,395,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,385,385,"<LineString><coordinates>1.056331,0.934898,0.0 0.994194,0.934898,0.0</coordinates></LineString>"
15 Street,386,396,397,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,386,386,"<LineString><coordinates>1.056331,0.929216,0.0 1.118468,0.929216,0.0</coordinates></LineString>"
15 Street,387,397,396,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,387,387,"<LineString><coordinates>1.118468,0.934898,0.0 1.056331,0.934898,0.0</coordinates></LineString>"
15 Street,388,397,38,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,388,388,"<LineString><coordinates>1.118468,0.929216,0.0 1.180605,0.929215,0.0</coordinates></LineString>"
15 Street,389,38,397,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,389,389,"<LineString><coordinates>1.180605,0.934897,0.0 1.118468,0.934898,0.0</coordinates></LineString>"
5 Avenue,390,17,118,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,390,390,"<LineString><coordinates>0.313527,0.000000,0.0 0.313527,0.062137,0.0</coordinates></LineString>"
5 Avenue,391,118,17,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,391,391,"<LineString><coordinates>0.307845,0.062137,0.0 0.307845,-0.000000,0.0</coordinates></LineString>"
5 Avenue,392,118,139,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,392,392,"<LineString><coordinates>0.313527,0.062137,0.0 0.313527,0.124274,0.0</coordinates></LineString>"
5 Avenue,393,139,118,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,393,393,"<LineString><coordinates>0.307845,0.124274,0.0 0.307845,0.062137,0.0</coordinates></LineString>"
5 Avenue,394,139,160,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,394,394,"<LineString><coordinates>0.313527,0.124274,0.0 0.313527,0.186411,0.0</coordinates></LineString>"
5 Avenue,395,160,139,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,395,395,"<LineString><coordinates>0.307845,0.186411,0.0 0.307845,0.124274,0.0</coordinates></LineString>"
5 Avenue,396,160,181,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,396,396,"<LineString><coordinates>0.313527,0.186411,0.0 0.313527,0.248548,0.0</coordinates></LineString>"
5 Avenue,397,181,160,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,397,397,"<LineString><coordinates>0.307845,0.248548,0.0 0.307845,0.186411,0.0</coordinates></LineString>"
5 Avenue,398,181,19,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,398,398,"<LineString><coordinates>0.313527,0.248548,0.0 0.313527,0.310686,0.0</coordinates></LineString>"
5 Avenue,399,19,181,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,399,399,"<LineString><coordinates>0.307845,0.310686,0.0 0.307845,0.248548,0.0</coordinates></LineString>"
5 Avenue,400,19,218,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,400,400,"<LineString><coordinates>0.313527,0.310686,0.0 0.313527,0.372823,0.0</coordinates></LineString>"
5 Avenue,401,218,19,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,401,401,"<LineString><coordinates>0.307845,0.372823,0.0 0.307845,0.310686,0.0</coordinates></LineString>"
5 Avenue,402,218,239,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,402,402,"<LineString><coordinates>0.313527,0.372823,0.0 0.313527,0.434960,0.0</coordinates></LineString>"
5 Avenue,403,239,218,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,403,403,"<LineString><coordinates>0.307845,0.434960,0.0 0.307845,0.372823,0.0</coordinates></LineString>"
5 Avenue,404,239,260,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,404,404,"<LineString><coordinates>0.313527,0.434960,0.0 0.313527,0.497097,0.0</coordinates></LineString>"
5 Avenue,405,260,239,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,405,405,"<LineString><coordinates>0.307845,0.497097,0.0 0.307845,0.434960,0.0</coordinates></LineString>"
5 Avenue,406,260,281,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,406,406,"<LineString><coordinates>0.313527,0.497097,0.0 0.313527,0.559234,0.0</coordinates></LineString>"
5 Avenue,407,281,260,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,407,407,"<LineString><coordinates>0.307845,0.559234,0.0 0.307845,0.497097,0.0</coordinates></LineString>"
5 Avenue,408,281,25,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,408,408,"<LineString><coordinates>0.313527,0.559234,0.0 0.313527,0.621371,0.0</coordinates></LineString>"
5 Avenue,409,25,281,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,409,409,"<LineString><coordinates>0.307845,0.621371,0.0 0.307845,0.559234,0.0</coordinates></LineString>"
5 Avenue,410,25,317,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,410,410,"<LineString><coordinates>0.313527,0.621371,0.0 0.313527,0.683508,0.0</coordinates></LineString>"
5 Avenue,411,317,25,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,411,411,"<LineString><coordinates>0.307845,0.683508,0.0 0.307845,0.621371,0.0</coordinates></LineString>"
5 Avenue,412,317,336,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,412,412,"<LineString><coordinates>0.313527,0.683508,0.0 0.313527,0.745645,0.0</coordinates></LineString>"
5 Avenue,413,336,317,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,413,413,"<LineString><coordinates>0.307845,0.745645,0.0 0.307845,0.683508,0.0</coordinates></LineString>"
5 Avenue,414,336,354,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,414,414,"<LineString><coordinates>0.313527,0.745645,0.0 0.313527,0.807782,0.0</coordinates></LineString>"
5 Avenue,415,354,336,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,415,415,"<LineString><coordinates>0.307845,0.807782,0.0 0.307845,0.745645,0.0</coordinates></LineString>"
5 Avenue,416,354,371,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,416,416,"<LineString><coordinates>0.313527,0.807782,0.0 0.313527,0.869919,0.0</coordinates></LineString>"
5 Avenue,417,371,354,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,417,417,"<LineString><coordinates>0.307845,0.869919,0.0 0.307845,0.807782,0.0</coordinates></LineString>"
5 Avenue,418,371,34,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,418,418,"<LineString><coordinates>0.313527,0.869919,0.0 0.313527,0.932056,0.0</coordinates></LineString>"
5 Avenue,419,34,371,1,0.06214,2,30,1000,5,Minor arterial,180,12,1,419,419,"<LineString><coordinates>0.307845,0.932056,0.0 0.307845,0.869919,0.0</coordinates></LineString>"
Port Avenue,420,297,313,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,420,420,"<LineString><coordinates>0.002009,0.619362,0.0 0.064146,0.681499,0.0</coordinates></LineString>"
Port Avenue,421,313,297,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,421,421,"<LineString><coordinates>0.060128,0.685517,0.0 -0.002009,0.623380,0.0</coordinates></LineString>"
Port Avenue,422,313,333,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,422,422,"<LineString><coordinates>0.064146,0.681499,0.0 0.126283,0.743636,0.0</coordinates></LineString>"
Port Avenue,423,333,313,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,423,423,"<LineString><coordinates>0.122265,0.747654,0.0 0.060128,0.685517,0.0</coordinates></LineString>"
Port Avenue,424,333,352,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,424,424,"<LineString><coordinates>0.126283,0.743636,0.0 0.188420,0.805773,0.0</coordinates></LineString>"
Port Avenue,425,352,333,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,425,425,"<LineString><coordinates>0.184402,0.809791,0.0 0.122265,0.747654,0.0</coordinates></LineString>"
Port Avenue,426,352,370,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,426,426,"<LineString><coordinates>0.188420,0.805773,0.0 0.250557,0.867910,0.0</coordinates></LineString>"
Port Avenue,427,370,352,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,427,427,"<LineString><coordinates>0.246539,0.871928,0.0 0.184402,0.809791,0.0</coordinates></LineString>"
Port Avenue,428,370,34,1,0.08788,2,30,1000,5,Minor arterial,180,12,1,428,428,"<LineString><coordinates>0.250557,0.867910,0.0 0.312695,0.930047,0.0</coordinates></LineString>"
Port Avenue,429,34,370,1,0.08788,2,30,1000,5,Minor arterial,180,12,1,429,429,"<LineString><coordinates>0.308677,0.934065,0.0 0.246539,0.871928,0.0</coordinates></LineString>"
Port Avenue,430,34,398,1,0.08788,2,30,1000,5,Minor arterial,180,12,1,430,430,"<LineString><coordinates>0.312695,0.930047,0.0 0.374832,0.992185,0.0</coordinates></LineString>"
Port Avenue,431,398,34,1,0.08788,2,30,1000,5,Minor arterial,180,12,1,431,431,"<LineString><coordinates>0.370814,0.996203,0.0 0.308677,0.934065,0.0</coordinates></LineString>"
Port Avenue,432,398,413,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,432,432,"<LineString><coordinates>0.374832,0.992185,0.0 0.436969,1.054322,0.0</coordinates></LineString>"
Port Avenue,433,413,398,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,433,433,"<LineString><coordinates>0.432951,1.058340,0.0 0.370814,0.996203,0.0</coordinates></LineString>"
Port Avenue,434,413,427,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,434,434,"<LineString><coordinates>0.436969,1.054322,0.0 0.499106,1.116459,0.0</coordinates></LineString>"
Port Avenue,435,427,413,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,435,435,"<LineString><coordinates>0.495088,1.120477,0.0 0.432951,1.058340,0.0</coordinates></LineString>"
Port Avenue,436,427,440,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,436,436,"<LineString><coordinates>0.499106,1.116459,0.0 0.561243,1.178596,0.0</coordinates></LineString>"
Port Avenue,437,440,427,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,437,437,"<LineString><coordinates>0.557225,1.182614,0.0 0.495088,1.120477,0.0</coordinates></LineString>"
Port Avenue,438,440,41,1,0.08787,2,30,1000,5,Minor arterial,180,12,1,438,438,"<LineString><coordinates>0.561243,1.178596,0.0 0.623380,1.240733,0.0</coordinates></LineString>"
